"_id","display_name","id","rkd_uri","viaf_uri","wikidata_uri","viaf_alternate"
"lebourg, albert charles","Albert Charles Lebourg",356,"http://explore.rkd.nl/nl/explore/artists/48669","http://viaf.org/viaf/69851145",,"Albert Marie Lebourg,Albert Charles Lebourg,Albert Lebourg,Lebourg,Charles Albert Lebourg,Ալբեր-Շառլ Լեբուր,Albert-Charles Lebourg,Альбер-Шарль Лебур,Lebourg, Albert Charles"
"lebrun-rodenbach, georges","Georges Lebrun-Rodenbach",3524,,"http://viaf.org/viaf/26634812",,"Georges Lebrun- Rodenbach,Lebrun-Rodenbach, Georges,Georges Lebrun-Rodenbach"
"leconte","Leconte",299,,,,",LECONTE"
"lecroart, jean","Jean Lecroart",54171,,,,",Lecroart, Jean,Jean Lecroart"
"ledel, dolf","Dolf Ledel",548,"http://explore.rkd.nl/nl/explore/artists/48743","http://viaf.org/viaf/15952665","http://www.wikidata.org/wiki/Q3033891","Dolf Ledel,Adolphe Léopold Ledel,Adolphe Léopold Ledel,Ledel, Dolf"
"leduc, paul","Paul Leduc",976,"http://explore.rkd.nl/nl/explore/artists/48760","http://viaf.org/viaf/8197946",,"Paul Leduc,Leduc, Paul"
"leemputten, frans van","Frans Van Leemputten",74,"http://explore.rkd.nl/nl/explore/artists/48824","http://viaf.org/viaf/47570893",,"Frans van Leemputten,Frans van Leemputten,Frans Van Leemputten,Frans VanLeemputten,Франс ван Лимпутен,Leemputten, Frans Van"
"lefebvre, jules joseph","Jules Joseph Lefebvre",1245,"http://explore.rkd.nl/nl/explore/artists/49030","http://viaf.org/viaf/37191679","http://www.wikidata.org/wiki/Q433973","Jules-Joseph Lefebvre,Jules Lefebvre,쥘 조제프 르페브르,Жуль Лефеўр,Jules Joseph Lefebvre,Ζυλ Ζοζέφ Λεφέβρ,Жюль Жозеф Лефевр,ジュール・ジョゼフ・ルフェーブル,Jules Le Febvre,Lefebvre, Jules Joseph"
"lefèvre, alfred","Alfred Lefèvre",42196,,"http://viaf.org/viaf/86338730",,"Lefèvre,Lefèvre, Alfred,Alfred Lefèvre"
"legrand, louis auguste mathieu","Louis Auguste Mathieu Legrand",528,"http://explore.rkd.nl/nl/explore/artists/49094","http://viaf.org/viaf/29696778",,"Louis Legrand,Louis Auguste Mathieu Legrand,لويس ليجراند,Louis-Auguste-Mathieu Legrand,Legrand, Louis Auguste Mathieu"
"legros, alphonse","Alphonse Legros",709,"http://explore.rkd.nl/nl/explore/artists/49103","http://viaf.org/viaf/12340247","http://www.wikidata.org/wiki/Q957538","Alphonse Legros,अलफांजो लेग्रोस,Alphonsus Legros,アルフォンス・ルグロ,Альфонс Легрос,Альфонс Легро,ალფონს ლეგროსი,Legros, Alphonse"
"lehmbruck, wilhelm","Wilhelm Lehmbruck",6398,"http://explore.rkd.nl/nl/explore/artists/49130","http://viaf.org/viaf/32269139","http://www.wikidata.org/wiki/Q551282","Viruherumu Rēmuburukku,Wilhelm Lehmbruck,Viruherumu Rēmuburukku,Gulielmus Lehmbruck,Vilʹgelʹm Lembruk,Heinrich Wilhelm Lehmbruck,Вильгельм Лембрук,ولهلم ليمبروك,Lehmbruck, Wilhelm"
"lemaire, victor","Victor Lemaire",53973,,,,",Lemaire, Victor,Victor Lemaire"
"lemercier","Lemercier",76302,"http://explore.rkd.nl/nl/explore/artists/435015",,,",Lemercier"
"lemercier et cie","Lemercier et Cie",26947,"http://explore.rkd.nl/nl/explore/artists/435015",,,",Lemercier et Cie"
"lemire, noel","Noel Lemire",288,"http://explore.rkd.nl/nl/explore/artists/101724","http://viaf.org/viaf/43516","http://www.wikidata.org/wiki/Q1684067","Noël le Mire,Noël LeMire,N. le Mire,Noël Lemire,Noël LeMire,Noë͏̈l Lemire,Noël Erimel,N. le Mire,Noel Le Mire,Noël Le Mire,Lemire,Noël Lemire,Noël Erimel,Le Mire,Noël le Mire,Noe͏̈l Le Mire,Noël Le Mire,N. LeMire,Noë̈l Lemire,N. Le Mire,Lemire, Noel,Noel Lemire"
"lemmen, georges","Georges Lemmen",219,"http://explore.rkd.nl/nl/explore/artists/49280","http://viaf.org/viaf/29583994","http://www.wikidata.org/wiki/Q1963612","Georges Lemmen,Жорж Лемен,ジョルジュ・レメン,جارج لمن,Жорж Леммен,Lemmen, Georges"
"lempereur-haut, marcel","Marcel Lempereur-Haut",1251,"https://rkd.nl/explore/artists/49314","http://viaf.org/viaf/76586212","http://www.wikidata.org/wiki/Q3289144","Marcel Lempereur-Haut,Marcel Lempereur- Haut,Lempereur-Haut, Marcel"
"lenain, louis","Louis Lenain",228,"http://explore.rkd.nl/nl/explore/artists/344249",,,",Lenain, Louis,Louis Lenain"
"lenbach, franz seraph von","Franz Seraph von Lenbach",40346,"http://explore.rkd.nl/nl/explore/artists/49333","http://viaf.org/viaf/7518656",,"Fr. von Lenbach,Franz v. Lenbach,Lenbach, ...,,फ्रांज फॉन लेनबाख़,Франц фон Ленбах,Franz Seraph Von Lenbach,フランツ・フォン・レンバッハ,Fr Von Lenbach,Franz von Lenbach,Franz Von Lenbach,F. v Lenbach,Φραντς φον Λέμπαχ,Franz Seraph von Leubach,Lenbach,Ritter von Lenbach,F. v. Lenbach,Fr. von Lenbach,Franz Seraph von Lenbach,Franz Seraph von Lenbach,Franz v Lenbach,Fr. Von Lenbach,Franz Seraph Lenbach,Franz Seraph Von Leubach,.. Lenbach,Lenbach, Franz Seraph von"
"lepage, lucien","Lucien Lepage",886,"http://explore.rkd.nl/nl/explore/artists/302252",,,",Lepage, Lucien,Lucien Lepage"
"lépine, stanislas","Stanislas Lépine",744,"http://explore.rkd.nl/nl/explore/artists/49504","http://viaf.org/viaf/64812117",,"סטינסלס לפין,Stanislas-Victor-Édouard Lépine,Stanislas Victor Edouard Lepine,Stanislas Lepine,Stanislas-Victor-Edouard Lépine,Stanislaus V. Lépine,Stanislaus V. Lépine,Stanislas-Victor-Edouard Lépine,Stanislas Lépine,Stanislas-Victor-Edmond Lepine,スタニスラフ・レピーヌ,Stanislas V. E. Lepine,Stanislas Victor Edouard Lépine,Stanislas Victor Edouard Lépine,Станислас Лепин,Lépine, Stanislas"
"leplae, charles","Charles Leplae",685,"http://explore.rkd.nl/nl/explore/artists/49506","http://viaf.org/viaf/74662991","http://www.wikidata.org/wiki/Q16233388","Charles Leplae,Leplae, Charles"
"lequeux","Lequeux",905,,,"http://www.wikidata.org/wiki/Q1655212",",LEQUEUX"
"lerberghe, jean van","Jan Van Lerberghe",68590,,"http://viaf.org/viaf/305385356",,"Jan Van Lerberghe,Jan van Lerberghe,Jean van Lerberghe,Lerberghe, Jean Van"
"lerberghe, karel van","Karel Van Lerberghe",769,"http://explore.rkd.nl/nl/explore/artists/101403",,,",Lerberghe, Karel Van,Karel Van Lerberghe"
"leroux, henri louis philippe","Henri Louis Philippe Leroux",755,,,,",Leroux, Henri Louis Philippe,Henri Louis Philippe Leroux"
"le roy, hippolyte","Hippolyte Le Roy",487,"http://explore.rkd.nl/nl/explore/artists/319444",,,",Le Roy, Hippolyte,Hippolyte Le Roy"
"leroy, paul alexandre alfred","Paul Alexandre Alfred Leroy",1020,"http://explore.rkd.nl/nl/explore/artists/49556","http://viaf.org/viaf/46880802",,"Paul Leroy,بول لوروا,Paul-Alexandre Alfred Leroy,Paul Alex. Alfred Leroy,Поль Леруа,Paul Alexandre Alfred Leroy,Paul-Alexandre-Alfred Leroy,Leroy, Paul Alexandre Alfred"
"lesauvage","Lesauvage",75312,,,,",Lesauvage"
"les éditions socialistes","Les éditions socialistes",68096,,,,",Les éditions socialistes"
"levêque, auguste","Auguste Leveque",204,"http://explore.rkd.nl/nl/explore/artists/88937",,,",Levêque, Auguste,Auguste Leveque"
"leyniers, daniël de jonge","Daniël de Jonge Leyniers",35983,"http://explore.rkd.nl/nl/explore/artists/426349",,,",Leyniers, Daniël de Jonge,Daniël de Jonge Leyniers"
"leyniers, urbanus","Urbanus Leyniers",35982,"http://explore.rkd.nl/nl/explore/artists/426347","http://viaf.org/viaf/77393290",,"Urbain Leyniers,Urbanus Leyniers,Urban Leyniers,Urbanus Leniers,Urbain Leniers,Leyniers, Urbanus"
"lhermitte, léon augustin","Léon Augustin Lhermitte",6669,"http://explore.rkd.nl/nl/explore/artists/49872","http://viaf.org/viaf/76373099",,"Leon Augustin Lhermitte,Léon, see L'Hermitte, L. For Lhermitte,Léon-Augustin Lhermitte,Leon Augustin L'Hermitte,Léon Augustin Lhermitte,L. A. Lhermitte,Leon Augustine L'Hermitte,Leon L'Hermitte,Léon Augustin Lhermitte,Leon Lhermitte,Léon For Lhermitte see L'Hermitte  L.,Lhermitte,Léon Lhermitte,Lhermitte, Léon Augustin"
"lhote, andré","André Lhôte",20623,"http://explore.rkd.nl/nl/explore/artists/49877","http://viaf.org/viaf/71528345",,"Lot,安德烈·洛特,アンドレ・ロート,Andre L'Hote,Lhote,Andre Lot,Andre Lhote,Лот, Андре,André Lhote,Андре Лот,Αντρέ Λοτ,Лот,Lhote, André,André Lhôte"
"liebaers, henri","Henri Liebaers",50826,,,,",Liebaers, Henri,Henri Liebaers"
"liebermann, max","Max Liebermann",21725,"http://explore.rkd.nl/nl/explore/artists/49931","http://viaf.org/viaf/32004869","http://www.wikidata.org/wiki/Q158062","Maks Liberman,מקס ליברמן,מאקס בן לואיס ליברמאן,מכס ליברמן,מאקס ליברמאן,Maximus Liebermann,Max Lieberman,Liebermann, ...,,Makss Lībermanis,مکس لایبرمن,Макс Либерман,Մաքս Լիբերման,マックス・リーバーマン,Maksis Lībermanis,Max Liebermann,막스 리버만,馬克思·利伯曼,מאכס ליברמאן,.. Liebermann,馬克斯·利伯曼,माक्स लीबरमान,מקס ליבערמאן,มักซ์ ลีเบอร์มันน์,Liebermann, Max"
"liekens, ann","Ann Liekens",75194,,,,",Liekens, Ann,Ann Liekens"
"liemaker, nicolaas","Nicolaas Liemaker",35,"http://explore.rkd.nl/nl/explore/artists/49956","http://viaf.org/viaf/96539726",,"Nicolaas de Liermacker,Nicolas Liemaker,Nicolas De Liemaker,Nicolas Roose,Nicolaas de Roose,Nicolas de Liemaeckere,Nicolas de Liemaker,Nicolas Liermacker,Nicolaas de Liemakere,Nicolaas de Liemaecker,Nicolaas de Roze,Niklaas Liemaker,Nicolas Liemaecker,Niklaas Liermacker,Niklaas Liemaecker,Roose Liemaker,Nicolaas de Liemaker,Niklaas Roose,Nicolas de Roose,Nicolaas Liemaker,Liemaker, Nicolaas"
"lignon, frédéric","Frédéric Lignon",76374,"http://explore.rkd.nl/nl/explore/artists/50029","http://viaf.org/viaf/58898228",,"Lignon,Etienne Frédéric Lignon,Etienne Frederic Lignon,F. Lignon,Étienne Frédéric Lignon,Lignon, Frédéric"
"linnig, willem jr.","Willem Linnig II",70141,"https://rkd.nl/explore/artists/50253","http://viaf.org/viaf/49492661",,"Linnig le Jeune,the younger Linnig Willem,Willem Linnig,Willem Linnig der Jüngere,Willem Linnig Junior,Willem II Linnig,Willem (II) Linnig,Willem Linnig the Younger,Willem, II Linnig,II Willem Linnig,Linnig, Willem Jr.,Willem Linnig II"
"lintott, edward barnard","Edward Barnard Lintott",553,"http://explore.rkd.nl/nl/explore/artists/50295","http://viaf.org/viaf/95687976",,"Edward Barnard Lintott,E. Barnard Lintott,Edward B. Lintott,Lintott, Edward Barnard"
"lippens, piet","Piet Lippens",581,"http://explore.rkd.nl/nl/explore/artists/91286","http://viaf.org/viaf/287178964",,",Lippens, Piet,Piet Lippens"
"logelain, henri","Henri Logelain",671,"http://explore.rkd.nl/nl/explore/artists/50611","http://viaf.org/viaf/96524290","http://www.wikidata.org/wiki/Q11305900","Henri Logelain,Logelain, Henri"
"lombard, lambert","Lambert Lombard",6854,"http://explore.rkd.nl/nl/explore/artists/50682","http://viaf.org/viaf/88878649","http://www.wikidata.org/wiki/Q983189",",Lombard, Lambert,Lambert Lombard"
"loo, fritz van","Fritz Van Loo",1066,"http://explore.rkd.nl/nl/explore/artists/101427",,,",Loo, Fritz Van,Fritz Van Loo"
"van loo, fritz","Fritz Van Loo",1066,"http://explore.rkd.nl/nl/explore/artists/101427",,,",Loo, Fritz Van,Fritz Van Loo"
"loose, pierre de","Pierre de Loose",68506,,,,",Loose, Pierre de,Pierre de Loose"
"looy, jan van","Jan van Looy",983,"http://explore.rkd.nl/nl/explore/artists/101430",,,",Looy, Jan van,Jan van Looy"
"lorein, victor","Victor Lorein",529,"http://explore.rkd.nl/nl/explore/artists/91387","http://viaf.org/viaf/241672442",,",Lorein, Victor,Victor Lorein"
"lumière (editions)","Lumière (Editions)",,,"http://viaf.org/viaf/",,",Lumière (Editions),Lumière (Editions)"
"luppen, h.","H. Luppen",60347,,,,",Luppen, H.,H. Luppen"
"luppen, joseph van","Joseph Van Luppen",28,"http://explore.rkd.nl/nl/explore/artists/51374","http://viaf.org/viaf/95956710","http://www.wikidata.org/wiki/Q2015178","Gerard Joseph Luppen,Gerard Joseph Adrian Luppen,Joseph Luppen,Jozef van Luppen,Joseph Van Luppen,Gerard Joseph Adrian Van Luppen,Gérard Jozef Adrian van Luppen,Luppen, Joseph Van"
"luquet","Luquet",65080,,,,",Luquet"
"lybaert, théophile marie françois","Théophile Lybaert",965,"http://explore.rkd.nl/nl/explore/artists/51479","http://viaf.org/viaf/83481736",,"Théophile Lybaert,Theophile Marie Francois Lybaert,Lybaert, Théophile Marie François"
"maas, paul","Paul Maas",932,"http://explore.rkd.nl/nl/explore/artists/51584","http://viaf.org/viaf/8193590",,"Paul Maas,Maas, Paul"
"macardell, james","James MacArdell",283,"http://explore.rkd.nl/nl/explore/artists/51629","http://viaf.org/viaf/91332868","http://www.wikidata.org/wiki/Q6138610","James Mac Ardell,Js McArdell,James Mcardell,James Mc Ardell,Js M. Ardell,McArdell,Js M'Ardel,James MacArdell,James McArdell,J. McArdell,Mc Ardell,Mac Ardell,MacArdell, James"
"mac ewen, walter","Walter Mac Ewen",51122,"http://explore.rkd.nl/nl/explore/artists/51710","http://viaf.org/viaf/56882666",,"Walter MacEwen,Walter Mc Ewen,Mac Ewen,Mc Ewen,MacEwen,Walter Macewen,Valter,Уолтер МакЭвен,Walter McEwen,Walter Mac Ewen,Mac Even Valter,Walter Mcewen,Mac Ewen, Walter"
"maertelaere, edmond de","Edmond De Maertelaere",53896,"http://explore.rkd.nl/nl/explore/artists/20775",,"http://www.wikidata.org/wiki/Q2381932",",Maertelaere, Edmond De,Edmond De Maertelaere"
"maes, godfried","Godfried Maes",1115,"http://explore.rkd.nl/nl/explore/artists/51895","http://viaf.org/viaf/95779790","http://www.wikidata.org/wiki/Q1932338","Godfried Maas,Godfried Maes,Godefroy Maes,Maes, Godfried"
"maes, jan","Jan Maes",65949,"http://explore.rkd.nl/nl/explore/artists/51900",,,",Maes, Jan,Jan Maes"
"maes-canini, jean-baptiste","Jean-Baptiste Maes-Canini",1,"http://explore.rkd.nl/nl/explore/artists/51890",,,",Maes-Canini, Jean-Baptiste,Jean-Baptiste Maes-Canini"
"maeterlinck, maurice","Maurice Maeterlinck",15774,,"http://viaf.org/viaf/307202080","http://www.wikidata.org/wiki/Q49747","모리스 마테를링크,Maurycy Maeterlinck,Môrisa Meṭaraliṅka,מאריס מעטערלנינק,मॉरिस मैटरलिंक,מוריס מטרלינק,М Метерлинк,ماتيرلنك، موريس،,Maeterlinck,모리스 폴리도르 마리 베르나르 마테를링크,Moris Maiterlink,Mōris Maiterlink,メーテルリンク,Mauritius Maeterlinck,Mūrīs Mitirlink,Maurice-Polydore-Marie-Bernard Maeterlinck,Maurício Maeterlinck,Maurice Maeterlink,メーテルランク,מאריס מעטערלניק,מאריס מאטערלינק,M. Maeterlinck,Марыс Мэтэрлінк,מ מעטערלינק,Maaterurinku,Moris Maṭerlinq,Maurice Maeterlinck,Meitelinke,マアテルリンク,Метерлинк,مترلينگ، موريس,Maurice Maeterlinc,Maurizio Maeterlinck,モーリス・メーテルリンク,מארריס מעטטערלינק,매특림극,Mūrīs Mitirlink,매특임극,M. Meterlink,막리사·매특임극,Maitraliṃka,마아테를링크,മോറിസ് മെറ്റര്‍ലിങ്ക്,مترلنك، موريس,막리사·매특림극,M メーテルリンク,Moris Materlink,Maurycy Maeterlink,Maitraliṃka,... Maeterlinck,ಮೌರಿಸ್ ಮೇಟರ್ಲಿಂಕ್,Moris Meterlink,莫里斯·梅特林克,მორის მეტერლინკი,मोरीस मेटरलिंक,มอริส มาแตร์แล็งก์,موریس ماترلنک,Polydore Marie Bernard Maeterlinck,Моріс Метерлінк,မက်တားလင့်,모리스 메테르링크,موریس مترلینک,모리스 메테를링크,モーリス メーテルリンク,マーテルリンク,ميترلنك، موريس،,מ. מעטערלינק,מאריס מעטערלינג,Maurice P.M.B. Maeterlinck,Maurício Maeterlinck,Maurizio Maeterlink,מאריס מעטערלינק,Mauricio Maeterlinck,Maurice Polydore Marie Bernard Maeterlinck,מ מעטערלינג,Maurice Polydore-Marie-Bernhard Maeterlinck,Moriss Meterlinks,Moris Maṭerlinq,Μορίς Μαίτερλινκ,موريس ميترلنك،,メエテルリング,موريس مترلينك,मॉरिस मेटरलिंक,Mōris Maiterlink,مترلينك، موريس،,Մորիս Մետերլինկ,مارس ماہترلنک,Maurice Polydore-Marie-Bernard Maeterlinck,메테를링크,Maurice Materlinck,موريس ماترلنك،,メエテルリンク,Moriss Materlinks,モオリス メーテルリンク,モーリス メーテルランク,Mārsu Maʼiṭarlinku,M. 마테를링크,ميترلينك، موريس،,Mēterurinku,Метерлинк Морис,מ. מעטערלינג,Mārsu Maʼiṭarlinku,モウリス メーテルリンク,موريس ماترلينك,Meterlink Moris,마테를링크,모리스 마터링크,Морис Метерлинк,.. Maeterlinck,Muris Meterlink,Морыс Метэрлінк,M. Meterlinka,Maurici Maeterlinck,مترلنك، موريس،,مورس ماتھرلنک,Mēterurinku,梅特林克,Maeterlinck, Maurice"
"magnasco, alessandro","Alessandro Magnasco",521,"http://explore.rkd.nl/nl/explore/artists/51970","http://viaf.org/viaf/62343833","http://www.wikidata.org/wiki/Q16649834","Lissandrino,Алесандра Маньяска,アレッサンドロ・マニャスコ,Il Lissandro,Αλεσσάντρο Μανιάσκο,Il Lissandrino,Alessandro (Lissandrino) Magnasco,Alessandro Bagnaschi,Lissandro,Alessandro Man'jasko,ალესანდრო მანიასკო,Il Lissandrino Magnasco,Alessandro Magnasco,Алессандро Маньяско,Magnasco, Alessandro"
"mahu, cornelis","Cornelis Mahu",1125,"http://explore.rkd.nl/nl/explore/artists/52002","http://viaf.org/viaf/81862252","http://www.wikidata.org/wiki/Q3430009","Cornelis Mahu,Κορνέλις Μάχου,קורנליס מאהו,Cornelis Mahue,Mahu, Cornelis"
"maldeghem, romain eugène van","Eugène Van Maldeghem",1216,"http://explore.rkd.nl/nl/explore/artists/79288",,,",Maldeghem, Romain Eugène Van,Eugène Van Maldeghem"
"malfait, hubert","Hubert Malfait",828,"http://explore.rkd.nl/nl/explore/artists/52152","http://viaf.org/viaf/10647417",,"Hubert Malfait,Malfait, Hubert"
"manet, edouard","Edouard Manet",703,"http://explore.rkd.nl/nl/explore/artists/52303","http://viaf.org/viaf/97379936","http://www.wikidata.org/wiki/Q40599","एडुआर्ड म्यानेट,Édouard MANET,Ėduard Manė,Eduard Manė,Мане,愛德華·馬內,Эдуард Манэ,ایڈورڈ مانی,Ėduard Manė,Édouard Manet,Манэ,エドゥアール・マネ,Éduard Manet,マネ,Εντουάρ Μανέ,எடுவார்ட் மனே,Edouard Manet,ਐਡੂਆਰਡ ਮਾਨੇ,ادوار مانه,Ed Manet,愛德華·馬奈,ედუარ მანე,Эдуард Мане,إدوار مانيه,എദ്വാർ മാനെ,এদুয়ার মানে,אדוארד מנה,אדוארד מאנה,Édouard Manet,Eduard Manė,Edward Manet,এডৱার মানে,Manet,Ėduard Mane,Eduar Mane,Edouart Manet,Eduārs Manē,เอดัวร์ มาแน,Едуар Мане,Էդուարդ Մանե,إدوارد مانيه,Ėduard Mane,Eduard Mane,ادوارد مانيه,Eduardus Manet,에도와르 마네,에두아르 마네,Éduard Manet,אדואר מאנה,Manet, Edouard"
"mann, harrington","Harrington Mann",246,"http://explore.rkd.nl/nl/explore/artists/52341","http://viaf.org/viaf/95714757","http://www.wikidata.org/wiki/Q5664616","G. Harrington Mann,Harrington Mann,Mann, Harrington"
"mannichuysen, jan","Jan Mannichuysen",695,,,,",Mannichuysen, Jan,Jan Mannichuysen"
"marcette, alexandre","Alexandre Marcette",94,"http://explore.rkd.nl/nl/explore/artists/52461","http://viaf.org/viaf/95956747",,"Alexander Marcette,Alex Marcette,Alexandre Marcette,Marcette, Alexandre"
"marcke de lummen, emile van","Emile van Marcke de Lummen",415,"http://explore.rkd.nl/nl/explore/artists/52516","http://viaf.org/viaf/95765969",,"Emile van Marcke,Émile van Marcke,Emile van Marcke,Emile van Mark,Emil van Marcke de Lummen,Charles Émile van Marcke de Lummen,Эмиль ван Марке,Emile Van Marcke De Lummen,Emile‏ Van Mark,Emile Van Marcke,Émile van Marcke De Lummen,Emile van Marcke de Lummen,Émile Van Marcke de Lummen,Charles Émile Van Marcke de Lummen,Emile Van Mark,Émile van Marcke de Lummen,Émile Van Marcke de Lummen,Marcke de Lummen, Emile van"
"marcotte, marie antoinette","Marie Antoinette Marcotte",220,"http://explore.rkd.nl/nl/explore/artists/52531","http://viaf.org/viaf/96371515",,"Marie Antoinette Marcotte,Marcotte, Marie Antoinette"
"maréchal, françois","François Maréchal",208,"http://explore.rkd.nl/nl/explore/artists/52549","http://viaf.org/viaf/22159008",,"François Maréchal,Francois Marechal,Maréchal, François"
"mariage, louis françois","Louis François Mariage",76348,,"http://viaf.org/viaf/44570629",,"Louis-François Mariage,Mariage,Egairam,L. F. Mariage,Mariage, Louis François,Louis François Mariage"
"mariën, marcel","Marcel Mariën",1250,"http://explore.rkd.nl/nl/explore/artists/52616","http://viaf.org/viaf/90715729",,"Marcel Mariën,Marcel Marien,Marcel Edouard Mariën,Marcel Mariën,Mariën, Marcel"
"mariman, guido","Guido Mariman",1013,,,,",Mariman, Guido,Guido Mariman"
"marin, jacques","Jacques Marin",332,"http://explore.rkd.nl/nl/explore/artists/52633","http://viaf.org/viaf/96693070",,"Jacques Marin,Marin, Jacques"
"maris, willem","Willem Maris",75,"http://explore.rkd.nl/nl/explore/artists/52684","http://viaf.org/viaf/71300580",,"Willem Maris,Wenzel Marris,ウィレム・マリス,William Maris,Wenzel Maris,Willem Marris,Виллем Марис,Maris, Willem"
"marks, w.","W. Marks",75671,,,,",Marks, W.,W. Marks"
"marquet, albert","Albert Marquet",8328,"http://explore.rkd.nl/nl/explore/artists/52779","http://viaf.org/viaf/66537002","http://www.wikidata.org/wiki/Q267858","Альбер Марке,Albert Marquet,알베르 마르케,Al'ber Marke,Pierre-Albert Marquet,Αλμπέρ Μαρκέ,Pierre Albert Marquet,Alʹber Marke,Albert Maquet,Pierre Léopold Albert Marquet,アルベール・マルケ,Ալբեր Մարքե,Pierre Léopold Albert Marquet,Marquet,آلبر مارکه,マルケ,Marquet, Albert"
"marquet de vasselot, jean joseph marie anatole","Jean Joseph Marie Anatole Marquet de Vasselot",9,"http://explore.rkd.nl/nl/explore/artists/219479","http://viaf.org/viaf/2461510",,"Jean Joseph de Vasselot,Jean Joseph Marie Anatole Marquet de Vasselot,Anatole Marquet De Vasselot,Jean Joseph Marie A. Marquet |De| Vasselot,Marquet de Vasselot,Jean J. Marquet |De| Vasselot,Jean Joseph Marie Anatole Comte Marquet de Vasselot,Jean Joseph Marie A. Marquet De Vasselot,Jean J. Marquet De Vasselot,Jean Joseph De Vasselot,Anatole Marquet de Vasselot,Анатоль Марке де Вассело,Jean Joseph Marie Anatole, Comte Marquet de Vasselot,Anatole Marquet de Vasselot,Marquet de Vasselot, Jean Joseph Marie Anatole"
"martelaere, edmond de","Edmond De Martelaere",44564,"http://explore.rkd.nl/nl/explore/artists/20775",,,",Martelaere, Edmond De,Edmond De Martelaere"
"martin, henri","Henri Martin",163,"http://explore.rkd.nl/nl/explore/artists/52929","http://viaf.org/viaf/19951067","http://www.wikidata.org/wiki/Q177978","Henri Jean Guillaume Martin,Henri-Jean Guillaume Martin,Անրի Մարտին,アンリ・マルタン (画家),Henri Martin,ويليام مارتن,Henri-Martin,Enric Martin,Henri-Jean-Guillaume Martin,Martin, Henri"
"masereel, frans","Frans Masereel",989,"http://explore.rkd.nl/nl/explore/artists/53083","http://viaf.org/viaf/51693032","http://www.wikidata.org/wiki/Q559297","Frans Masareel,Franẕ Masarel,Franẕ Masarel,Франс Мазарел,F. Mazerelʹ,Мазереель,Franz  Masereel,Frans Masereel,Franss Mazerēls,Maserel,Franz Masereel,Frantz Masereel,פרנץ מסרל,פרנץ,‏ ‏מזרל,Ֆրանս Մազերել,Frans Maserell,Masereel,פרנס מזרל,F. Masereel,Frans Laurent Wilhelmina Adolf Lodewijk Masereel,Frans Mazerel,フランス・マシリール,Масерел,פרנץ מזרל,Frans Maserel,Frans Mazereel,Frants Mazerel,Франс Мазереел,F. Mazerel,Mai-sui-lai-le,法朗士·麦绥莱勒,Franss Mazerels,فرانس ماسریل,Fa-lang-shih Mai-sui-lai-le,Франс Мазерель,Frants Maserel,Masereel, Frans"
"masson, a","A. Masson",297,,,,",MASSON, A,A. Masson"
"massys, quinten","Quinten Massijs I",43282,"http://explore.rkd.nl/nl/explore/artists/53166","http://viaf.org/viaf/17495748","http://www.wikidata.org/wiki/Q314275","Quinten I Massijs,Quintin Matsey,Quinte Metsys,Квентин Масејс,Quintin Matsis,Quentin Massys I,Квентін Массейс,Квентин Массейс,Quintis Matsis,Matsys,Quentin Massys,Quinten I Massys,Quinten Metsys,Quentin Messys,Quintinus Mesius Anverpianus,Quentin Matsys,Quinten Massijs (I),Quentin, the Elder Massys,Quinten I Messys,Quentin Metzis,Quentin Matzys,Κουέντιν Μασσάις,Quinto Massei,Metzys,Quinton Matzius,Qinten Massijs,Quintin Matzys,Quentin Metsijs,クエンティン・マサイス,Quentin Masiis,Massys,Quinten, I Metsys,Quintin Matsys,קוינטן מסייס,Quentin Metsys,Quinten Metsijs,Quintino Messi,Quinten Matsys,Metsijs,Quinten Massys,Quentin Messis,康坦·马赛斯,Κουέντιν Μέτσις,Quentin Matsis,Quentin Matzis,Quinten Massijs,Quentin Metzys,Quintus Massys,Messys,Quinten I Matsys,Քվինտեն Մասեյս,the Elder Quentin Massys,Quintus Matsus,Quintinus Mesius,Qinten Metsijs,Quinten I Metsys,Quinten Matsijs,Quintin Matssis,Quintus Matzis,Massys, Quinten,Quinten Massijs I"
"mast, e.","E. Mast",855,,,,",Mast, E.,E. Mast"
"mast, louis jean","Louis Jean Mast",87,"http://explore.rkd.nl/nl/explore/artists/91688",,,",Mast, Louis Jean,Louis Jean Mast"
"maswiens, joseph","Joseph Maswiens",567,"http://explore.rkd.nl/nl/explore/artists/53912",,"http://www.wikidata.org/wiki/Q2167735",",Maswiens, Joseph,Joseph Maswiens"
